city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,dew_humidity,station_precip_mm
iq,2012,45,2012-11-11,0.2395429,0.4598667,0.2842286,0.2958143,299.188571429,300.607142857,308.7,293.7,32.9,85.1385714286,44.25,11.0428571429,28.8333333333,11.9,35.2,22.0,-1.1442470376312717,10.9
iq,2012,46,2012-11-18,0.2633286,0.3331167,0.2090286,0.2533857,298.954285714,300.557142857,309.2,294.5,52.31,91.3828571429,44.21,10.7142857143,27.5,9.55,36.1,22.5,-2.5089409766642747,7.1
iq,2012,47,2012-11-25,0.3198143,0.2968571,0.2724714,0.3493286,297.89,298.75,302.8,294.3,107.7,97.9828571429,47.31,6.12857142857,26.65,7.65,32.2,22.1,-3.194032177620361,64.0
iq,2012,48,2012-12-02,0.3762857,0.3881429,0.4332286,0.3629143,298.371428571,299.192857143,306.4,295.0,85.7,96.5728571429,42.66,7.47142857143,28.05,10.025,33.8,22.2,-3.5226882574513994,50.0
iq,2012,49,2012-12-09,0.3676167,0.35498,0.3258167,0.2811333,299.16,300.528571429,307.1,294.7,38.0,87.3571428571,35.15,10.1714285714,28.6,11.2,35.4,22.2,-1.662799614134681,30.0
iq,2012,50,2012-12-16,0.13065,0.2654571,0.2230429,0.1365167,298.665714286,299.914285714,306.5,294.4,76.7,92.0228571429,102.24,9.28571428571,27.88,10.5,34.6,21.0,-2.5339300215788185,3.0
iq,2012,51,2012-12-23,0.2569833,0.2234714,0.2338833,0.2531,298.612857143,299.771428571,305.8,294.1,70.8,92.92,50.42,8.6,28.2333333333,10.0666666667,34.3,22.0,-2.7675692054393837,21.3
iq,2013,1,2013-01-01,0.2558286,0.2686571,0.2684143,0.2444714,298.007142857,298.771428571,303.9,294.1,66.7,92.8628571429,35.33,6.62857142857,28.475,10.45,34.9,22.8,-1.7796265562995048,23.8
iq,2013,2,2013-01-08,0.1882286,0.1391429,0.2527286,0.1705857,296.241428571,297.4,306.7,292.9,53.1,95.2328571429,33.14,6.57142857143,26.45,7.9,31.2,21.2,0.19933802866683123,86.8
iq,2013,3,2013-01-15,0.2522,0.1847429,0.2417,0.2330143,296.971428571,298.021428571,306.8,292.8,44.6,91.8028571429,44.02,7.52857142857,26.7,7.46666666667,31.8,22.6,0.09165090019370363,82.0
iq,2013,4,2013-01-22,0.1837286,0.1270571,0.1659857,0.1637286,297.698571429,298.964285714,306.9,293.6,71.9,94.8728571429,97.26,8.21428571429,27.9666666667,10.0333333333,33.6,22.5,-1.9484599465392471,36.8
iq,2013,5,2013-01-29,0.3688571,0.3753286,0.3368714,0.4180143,297.625714286,298.571428571,307.4,292.7,88.6,92.5128571429,43.53,7.6,26.7,6.45,33.3,23.2,-0.9324407827309359,51.3
iq,2013,6,2013-02-05,0.2749571,0.2709143,0.2930429,0.2944,298.005714286,299.678571429,307.1,293.9,104.2,94.7528571429,97.8,9.52857142857,28.35,9.05,33.4,22.4,-2.380213623896821,15.0
iq,2013,7,2013-02-12,0.2670286,0.1907286,0.2791857,0.2821857,297.817142857,298.992857143,305.3,293.5,188.1,92.9057142857,129.23,7.78571428571,27.8,8.6,33.8,22.4,-1.4654778246045337,19.6
iq,2013,8,2013-02-19,0.2979667,0.32775,0.2443571,0.3086714,297.747142857,298.942857143,305.5,294.1,152.4,95.3114285714,66.47,6.91428571429,27.12,9.24,33.0,21.7,-2.053509072273323,33.3
iq,2013,9,2013-02-26,0.3455167,0.3468667,0.3371167,0.38255,297.0,298.707142857,305.9,292.7,62.4,96.0228571429,39.19,7.7,27.6,9.56666666667,34.2,21.8,-1.2673633311075252,111.3
iq,2013,10,2013-03-05,0.2953429,0.3098571,0.2546857,0.2637286,296.958571429,298.064285714,303.7,294.2,69.2,97.4785714286,111.09,6.18571428571,27.7333333333,9.53333333333,34.2,22.6,-1.5875954711754052,149.9
iq,2013,11,2013-03-12,0.2236714,0.11945,0.2248,0.2283714,297.935714286,299.621428571,305.4,294.4,97.0,95.54,27.21,8.32857142857,28.3666666667,10.5333333333,34.3,22.2,-2.4386156535605403,35.1
iq,2013,12,2013-03-19,0.2318,0.1955833,0.2047857,0.2501857,298.188571429,299.407142857,305.3,294.6,111.3,96.7485714286,76.86,7.12857142857,27.9,9.16666666667,34.9,22.8,-3.2505055617708707,0.0
iq,2013,13,2013-03-26,0.2634286,0.2106143,0.2694143,0.2458714,298.327142857,299.885714286,307.5,294.1,81.72,94.2185714286,104.47,8.94285714286,28.15,11.15,34.2,22.0,-2.609606513691271,70.6
iq,2013,14,2013-04-02,0.2235429,0.2085429,0.2399714,0.2185571,297.621428571,299.157142857,305.3,294.3,131.3,94.63,122.6,8.0,28.7,10.8333333333,34.8,21.8,-1.6419800325489184,36.8
iq,2013,15,2013-04-09,0.2632,0.2374,0.2501429,0.1991143,297.754285714,299.485714286,307.9,293.7,52.2,93.0914285714,88.07,9.4,27.6333333333,9.53333333333,33.6,22.0,-1.3185917750571288,54.1
iq,2013,16,2013-04-16,0.3090286,0.2702667,0.2355,0.2596857,298.647142857,299.778571429,309.5,294.0,121.0,91.8628571429,44.3,8.35714285714,28.3333333333,10.0,34.2,22.4,-2.2449305129757473,53.6
iq,2013,17,2013-04-23,0.1933143,0.2470571,0.2756429,0.3727286,297.202857143,297.928571429,304.0,293.0,58.2,96.58,71.07,7.2,26.95,9.35,33.6,21.2,-1.6944130649443385,74.9
iq,2013,18,2013-04-30,0.3851429,0.3697,0.3759333,0.3542143,297.981428571,299.2,308.6,289.4,2.6,77.7571428571,2.28,14.2857142857,27.25,13.125,35.0,18.2,3.0145702565276995,8.9
iq,2013,19,2013-05-07,0.3963429,0.2924714,0.3334,0.3522714,298.31,299.792857143,307.8,293.3,52.6,92.25,62.52,9.67142857143,28.45,9.85,34.6,22.4,-2.069693358778899,7.1
iq,2013,20,2013-05-14,0.3525571,0.28105,0.3070714,0.2774,297.367142857,298.157142857,304.0,293.3,105.7,95.3385714286,46.27,6.4,28.2333333333,9.4,34.1,21.4,-1.5054008026746557,38.6
iq,2013,21,2013-05-21,0.2368286,0.2938571,0.2234429,0.2994286,296.88,297.792857143,305.8,292.5,124.2,94.74,87.29,6.7,26.6333333333,8.9,32.8,21.8,-0.6270739274496061,97.3
iq,2013,22,2013-05-28,0.3014714,0.3800286,0.2806286,0.3831857,297.774285714,298.964285714,305.5,292.7,67.6,89.99,41.12,10.1,27.4,9.05,32.6,21.8,-0.33830324385189314,33.0
iq,2013,23,2013-06-04,0.2476,0.2963429,0.2853714,0.3503571,297.167142857,298.328571429,306.3,291.6,45.7,93.8914285714,71.52,9.65714285714,27.52,10.72,33.8,21.4,-0.6710683217814235,68.0
iq,2013,24,2013-06-11,0.2387286,0.2510286,0.2525857,0.2497714,295.831428571,296.607142857,304.6,290.7,45.22,94.9671428571,78.96,7.38571428571,27.2,10.075,32.6,21.6,0.7366818292092193,93.2
iq,2013,25,2013-06-18,0.3104286,0.3027,0.4066143,0.4039429,295.778571429,297.4,305.9,292.5,4.7,89.0571428571,39.54,8.22857142857,26.7,8.48,32.2,21.8,2.517683914318957,34.1
iq,2013,26,2013-06-25,0.3394667,0.2400714,0.3569429,0.2736,297.372857143,299.0,307.3,289.6,27.8,87.03,51.8,11.5428571429,27.35,9.675,32.6,22.0,1.1183577030914764,14.9
